,Unnamed: 0,name,generation,classfication,abilities,height_m,weight_kg,type1,type2,is_legendary,is_mythical,is_mega
584,585,Emboar,5.0,Mega Fire Pig Pokemon,"['Blaze', 'Reckless']",1.6,150.0,Fire,Fighting,0.0,0.0,0.0
585,586,Oshawott,5.0,Sea Otter Pokemon,"['Torrent', 'Shell Armor']",0.5,5.9,Water,None,0.0,0.0,0.0
586,587,Dewott,5.0,Discipline Pokemon,"['Torrent', 'Shell Armor']",0.8,24.5,Water,None,0.0,0.0,0.0
587,588,Samurott,5.0,Formidable Pokemon,"['Torrent', 'Shell Armor']",1.5,94.6,Water,None,0.0,0.0,0.0
588,589,Patrat,5.0,Scout Pokemon,"['Run Away', 'Keen Eye', 'Analytic']",0.5,11.6,Normal,None,0.0,0.0,0.0
589,590,Watchog,5.0,Lookout Pokemon,"['Illuminate', 'Keen Eye', 'Analytic']",1.1,27.0,Normal,None,0.0,0.0,0.0
590,591,Lillipup,5.0,Puppy Pokemon,"['Vital Spirit', 'Pickup', 'Run Away']",0.4,4.1,Normal,None,0.0,0.0,0.0
591,592,Herdier,5.0,Loyal Dog Pokemon,"['Intimidate', 'Sand Rush', 'Scrappy']",0.9,14.7,Normal,None,0.0,0.0,0.0
592,593,Stoutland,5.0,Big-Hearted Pokemon,"['Intimidate', 'Sand Rush', 'Scrappy']",1.2,61.0,Normal,None,0.0,0.0,0.0
593,594,Purrloin,5.0,Devious Pokemon,"['Limber', 'Unburden', 'Prankster']",0.4,10.1,Dark,None,0.0,0.0,0.0
594,595,Liepard,5.0,Cruel Pokemon,"['Limber', 'Unburden', 'Prankster']",1.1,37.5,Dark,None,0.0,0.0,0.0
595,596,Pansage,5.0,Grass Monkey Pokemon,"['Gluttony', 'Overgrow']",0.6,10.5,Grass,None,0.0,0.0,0.0
596,597,Simisage,5.0,Thorn Monkey Pokemon,"['Gluttony', 'Overgrow']",1.1,30.5,Grass,None,0.0,0.0,0.0
597,598,Pansear,5.0,High Temp Pokemon,"['Gluttony', 'Blaze']",0.6,11.0,Fire,None,0.0,0.0,0.0
598,599,Simisear,5.0,Ember Pokemon,"['Gluttony', 'Blaze']",1.0,28.0,Fire,None,0.0,0.0,0.0
599,600,Panpour,5.0,Spray Pokemon,"['Gluttony', 'Torrent']",0.6,13.5,Water,None,0.0,0.0,0.0
600,601,Simipour,5.0,Geyser Pokemon,"['Gluttony', 'Torrent']",1.0,29.0,Water,None,0.0,0.0,0.0
601,602,Munna,5.0,Dream Eater Pokemon,"['Forewarn', 'Synchronize', 'Telepathy']",0.6,23.3,Psychic,None,0.0,0.0,0.0
602,603,Musharna,5.0,Drowsing Pokemon,"['Forewarn', 'Synchronize', 'Telepathy']",1.1,60.5,Psychic,None,0.0,0.0,0.0
603,604,Pidove,5.0,Tiny Pigeon Pokemon,"['Big Pecks', 'Super Luck', 'Rivalry']",0.3,2.1,Normal,Flying,0.0,0.0,0.0
604,605,Tranquill,5.0,Wild Pigeon Pokemon,"['Big Pecks', 'Super Luck', 'Rivalry']",0.6,15.0,Normal,Flying,0.0,0.0,0.0
605,606,Unfezant,5.0,Proud Pokemon,"['Big Pecks', 'Super Luck', 'Rivalry']",1.2,29.0,Normal,Flying,0.0,0.0,0.0
606,607,Blitzle,5.0,Electrified Pokemon,"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",0.8,29.8,Electric,None,0.0,0.0,0.0
607,608,Zebstrika,5.0,Thunderbolt Pokemon,"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",1.6,79.5,Electric,None,0.0,0.0,0.0
608,609,Roggenrola,5.0,Mantle Pokemon,"['Sturdy', 'Weak Armor', 'Sand Force']",0.4,18.0,Rock,None,0.0,0.0,0.0
609,610,Boldore,5.0,Ore Pokemon,"['Sturdy', 'Weak Armor', 'Sand Force']",0.9,102.0,Rock,None,0.0,0.0,0.0
610,611,Gigalith,5.0,Compressed Pokemon,"['Sturdy', 'Sand Stream', 'Sand Force']",1.7,260.0,Rock,None,0.0,0.0,0.0
611,612,Woobat,5.0,Bat Pokemon,"['Unaware', 'Klutz', 'Simple']",0.4,2.1,Psychic,Flying,0.0,0.0,0.0
612,613,Swoobat,5.0,Courting Pokemon,"['Unaware', 'Klutz', 'Simple']",0.9,10.5,Psychic,Flying,0.0,0.0,0.0
613,614,Drilbur,5.0,Mole Pokemon,"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.3,8.5,Ground,None,0.0,0.0,0.0
614,615,Excadrill,5.0,Subterrene Pokemon,"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.7,40.4,Ground,Steel,0.0,0.0,0.0
615,616,Audino,5.0,Hearing Pokemon,"['Healer', 'Regenerator', 'Klutz']",1.1,31.0,Normal,None,0.0,0.0,0.0
616,617,Mega Audino,5.0,Hearing Pokemon,['Healer'],1.5,32.0,Normal,Fairy,0.0,0.0,1.0
617,618,Timburr,5.0,Muscular Pokemon,"['Guts', 'Sheer Force', 'Iron Fist']",0.6,12.5,Fighting,None,0.0,0.0,0.0
618,619,Gurdurr,5.0,Muscular Pokemon,"['Guts', 'Sheer Force', 'Iron Fist']",1.2,40.0,Fighting,None,0.0,0.0,0.0
619,620,Conkeldurr,5.0,Muscular Pokemon,"['Guts', 'Sheer Force', 'Iron Fist']",1.4,87.0,Fighting,None,0.0,0.0,0.0
620,621,Tympole,5.0,Tadpole Pokemon,"['Swift Swim', 'Hydration', 'Water Absorb']",0.5,4.5,Water,None,0.0,0.0,0.0
621,622,Palpitoad,5.0,Vibration Pokemon,"['Swift Swim', 'Hydration', 'Water Absorb']",0.8,17.0,Water,Ground,0.0,0.0,0.0
622,623,Seismitoad,5.0,Vibration Pokemon,"['Swift Swim', 'Poison Touch', 'Water Absorb']",1.5,62.0,Water,Ground,0.0,0.0,0.0
623,624,Throh,5.0,Judo Pokemon,"['Guts', 'Inner Focus', 'Mold Breaker']",1.3,55.5,Fighting,None,0.0,0.0,0.0
624,625,Sawk,5.0,Karate Pokemon,"['Sturdy', 'Inner Focus', 'Mold Breaker']",1.4,51.0,Fighting,None,0.0,0.0,0.0
625,626,Sewaddle,5.0,Sewing Pokemon,"['Swarm', 'Chlorophyll', 'Overcoat']",0.3,2.5,Bug,Grass,0.0,0.0,0.0
626,627,Swadloon,5.0,Leaf-Wrapped Pokemon,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",0.5,7.3,Bug,Grass,0.0,0.0,0.0
627,628,Leavanny,5.0,Nurturing Pokemon,"['Swarm', 'Chlorophyll', 'Overcoat']",1.2,20.5,Bug,Grass,0.0,0.0,0.0
628,629,Venipede,5.0,Centipede Pokemon,"['Poison Point', 'Swarm', 'Speed Boost']",0.4,5.3,Bug,Poison,0.0,0.0,0.0
629,630,Whirlipede,5.0,Curlipede Pokemon,"['Poison Point', 'Swarm', 'Speed Boost']",1.2,58.5,Bug,Poison,0.0,0.0,0.0
630,631,Scolipede,5.0,Megapede Pokemon,"['Poison Point', 'Swarm', 'Speed Boost']",2.5,200.5,Bug,Poison,0.0,0.0,0.0
631,632,Cottonee,5.0,Cotton Puff Pokemon,"['Prankster', 'Infiltrator', 'Chlorophyll']",0.3,0.6,Grass,Fairy,0.0,0.0,0.0
632,633,Whimsicott,5.0,Windveiled Pokemon,"['Prankster', 'Infiltrator', 'Chlorophyll']",0.7,6.6,Grass,Fairy,0.0,0.0,0.0
633,634,Petilil,5.0,Bulb Pokemon,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",0.5,6.6,Grass,None,0.0,0.0,0.0
634,635,Lilligant,5.0,Flowering Pokemon,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",1.1,16.3,Grass,None,0.0,0.0,0.0
635,636,Basculin Red-Striped Form,5.0,Hostile Pokemon,"['Reckless', 'Adaptability', 'Mold Breaker']",1.0,18.0,Water,None,0.0,0.0,0.0
636,637,Basculin Blue-Striped Form,5.0,Hostile Pokemon,"['Rock Head', 'Adaptability', 'Mold Breaker']",1.0,18.0,Water,None,0.0,0.0,0.0
637,638,Sandile,5.0,Desert Croc Pokemon,"['Intimidate', 'Moxie', 'Anger Point']",0.7,15.2,Ground,Dark,0.0,0.0,0.0
638,639,Krokorok,5.0,Desert Croc Pokemon,"['Intimidate', 'Moxie', 'Anger Point']",1.0,33.4,Ground,Dark,0.0,0.0,0.0
639,640,Krookodile,5.0,Intimidation Pokemon,"['Intimidate', 'Moxie', 'Anger Point']",1.5,96.3,Ground,Dark,0.0,0.0,0.0
640,641,Darumaka,5.0,Zen Charm Pokemon,"['Hustle', 'Inner Focus']",0.6,37.5,Fire,None,0.0,0.0,0.0
641,642,Galarian Darumaka,5.0,Zen Charm Pokemon,"['Hustle', 'Inner Focus']",0.7,40.0,Ice,None,0.0,0.0,0.0
642,643,Darmanitan Standard Mode,5.0,Blazing Pokemon,"['Sheer Force', 'Zen Mode']",1.3,92.9,Fire,None,0.0,0.0,0.0
643,644,Darmanitan Zen Mode,5.0,Blazing Pokemon,"['Sheer Force', 'Zen Mode']",1.3,92.9,Fire,Psychic,0.0,0.0,0.0
644,645,Galarian Standard Mode Darmanitan,5.0,Zen Charm Pokemon,"['Gorilla Tactics', 'Zen Mode']",1.7,120.0,Ice,None,0.0,0.0,0.0
645,646,Galarian Zen Mode Darmanitan,5.0,Zen Charm Pokemon,"['Gorilla Tactics', 'Zen Mode']",1.7,120.0,Ice,Fire,0.0,0.0,0.0
646,647,Maractus,5.0,Cactus Pokemon,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",1.0,28.0,Grass,None,0.0,0.0,0.0
647,648,Dwebble,5.0,Rock Inn Pokemon,"['Sturdy', 'Shell Armor', 'Weak Armor']",0.3,14.5,Bug,Rock,0.0,0.0,0.0
648,649,Crustle,5.0,Stone Home Pokemon,"['Sturdy', 'Shell Armor', 'Weak Armor']",1.4,200.0,Bug,Rock,0.0,0.0,0.0
649,650,Scraggy,5.0,Shedding Pokemon,"['Shed Skin', 'Moxie', 'Intimidate']",0.6,11.8,Dark,Fighting,0.0,0.0,0.0
650,651,Scrafty,5.0,Hoodlum Pokemon,"['Shed Skin', 'Moxie', 'Intimidate']",1.1,30.0,Dark,Fighting,0.0,0.0,0.0
651,652,Sigilyph,5.0,Avianoid Pokemon,"['Wonder Skin', 'Magic Guard', 'Tinted Lens']",1.4,14.0,Psychic,Flying,0.0,0.0,0.0
652,653,Yamask,5.0,Spirit Pokemon,['Mummy'],0.5,1.5,Ghost,None,0.0,0.0,0.0
653,654,Galarian Yamask,5.0,Spirit Pokemon,['Wandering Spirit'],0.5,1.5,Ground,Ghost,0.0,0.0,0.0
654,655,Cofagrigus,5.0,Coffin Pokemon,['Mummy'],1.7,76.5,Ghost,None,0.0,0.0,0.0
655,656,Tirtouga,5.0,Prototurtle Pokemon,"['Solid Rock', 'Sturdy', 'Swift Swim']",0.7,16.5,Water,Rock,0.0,0.0,0.0
656,657,Carracosta,5.0,Prototurtle Pokemon,"['Solid Rock', 'Sturdy', 'Swift Swim']",1.2,81.0,Water,Rock,0.0,0.0,0.0
657,658,Archen,5.0,First Bird Pokemon,['Defeatist'],0.5,9.5,Rock,Flying,0.0,0.0,0.0
658,659,Archeops,5.0,First Bird Pokemon,['Defeatist'],1.4,32.0,Rock,Flying,0.0,0.0,0.0
659,660,Trubbish,5.0,Trash Bag Pokemon,"['Stench', 'Sticky Hold', 'Aftermath']",0.6,31.0,Poison,None,0.0,0.0,0.0
660,661,Garbodor,5.0,Trash Heap Pokemon,"['Stench', 'Weak Armor', 'Aftermath']",1.9,107.3,Poison,None,0.0,0.0,0.0
661,662,Zorua,5.0,Tricky Fox Pokemon,['Illusion'],0.7,12.5,Dark,None,0.0,0.0,0.0
662,663,Zoroark,5.0,Illusion Fox Pokemon,['Illusion'],1.6,81.1,Dark,None,0.0,0.0,0.0
663,664,Minccino,5.0,Chinchilla Pokemon,"['Cute Charm', 'Technician', 'Skill Link']",0.4,5.8,Normal,None,0.0,0.0,0.0
664,665,Cinccino,5.0,Scarf Pokemon,"['Cute Charm', 'Technician', 'Skill Link']",0.5,7.5,Normal,None,0.0,0.0,0.0
665,666,Gothita,5.0,Fixation Pokemon,"['Frisk', 'Competitive', 'Shadow Tag']",0.4,5.8,Psychic,None,0.0,0.0,0.0
666,667,Gothorita,5.0,Manipulate Pokemon,"['Frisk', 'Competitive', 'Shadow Tag']",0.7,18.0,Psychic,None,0.0,0.0,0.0
667,668,Gothitelle,5.0,Astral Body Pokemon,"['Frisk', 'Competitive', 'Shadow Tag']",1.5,44.0,Psychic,None,0.0,0.0,0.0
668,669,Solosis,5.0,Cell Pokemon,"['Overcoat', 'Magic Guard', 'Regenerator']",0.3,1.0,Psychic,None,0.0,0.0,0.0
669,670,Duosion,5.0,Mitosis Pokemon,"['Overcoat', 'Magic Guard', 'Regenerator']",0.6,8.0,Psychic,None,0.0,0.0,0.0
670,671,Reuniclus,5.0,Multiplying Pokemon,"['Overcoat', 'Magic Guard', 'Regenerator']",1.0,20.1,Psychic,None,0.0,0.0,0.0
671,672,Ducklett,5.0,Water Bird Pokemon,"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,5.5,Water,Flying,0.0,0.0,0.0
672,673,Swanna,5.0,White Bird Pokemon,"['Keen Eye', 'Big Pecks', 'Hydration']",1.3,24.2,Water,Flying,0.0,0.0,0.0
673,674,Vanillite,5.0,Fresh Snow Pokemon,"['Ice Body', 'Snow Cloak', 'Weak Armor']",0.4,5.7,Ice,None,0.0,0.0,0.0
674,675,Vanillish,5.0,Icy Snow Pokemon,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1.1,41.0,Ice,None,0.0,0.0,0.0
675,676,Vanilluxe,5.0,Snowstorm Pokemon,"['Ice Body', 'Snow Warning', 'Weak Armor']",1.3,57.5,Ice,None,0.0,0.0,0.0
676,677,Deerling,5.0,Season Pokemon,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",0.6,19.5,Normal,Grass,0.0,0.0,0.0
677,678,Sawsbuck,5.0,Season Pokemon,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",1.9,92.5,Normal,Grass,0.0,0.0,0.0
678,679,Emolga,5.0,Sky Squirrel Pokemon,"['Static', 'Motor Drive']",0.4,5.0,Electric,Flying,0.0,0.0,0.0
679,680,Karrablast,5.0,Clamping Pokemon,"['Swarm', 'Shed Skin', 'No Guard']",0.5,5.9,Bug,None,0.0,0.0,0.0
680,681,Escavalier,5.0,Cavalry Pokemon,"['Swarm', 'Shell Armor', 'Overcoat']",1.0,33.0,Bug,Steel,0.0,0.0,0.0
681,682,Foongus,5.0,Mushroom Pokemon,"['Effect Spore', 'Regenerator']",0.2,1.0,Grass,Poison,0.0,0.0,0.0
682,683,Amoonguss,5.0,Mushroom Pokemon,"['Effect Spore', 'Regenerator']",0.6,10.5,Grass,Poison,0.0,0.0,0.0
683,684,Frillish,5.0,Floating Pokemon,"['Water Absorb', 'Cursed Body', 'Damp']",1.2,33.0,Water,Ghost,0.0,0.0,0.0
684,685,Jellicent,5.0,Floating Pokemon,"['Water Absorb', 'Cursed Body', 'Damp']",2.2,135.0,Water,Ghost,0.0,0.0,0.0
685,686,Alomomola,5.0,Caring Pokemon,"['Healer', 'Hydration', 'Regenerator']",1.2,31.6,Water,None,0.0,0.0,0.0
686,687,Joltik,5.0,Attaching Pokemon,"['Compound Eyes', 'Unnerve', 'Swarm']",0.1,0.6,Bug,Electric,0.0,0.0,0.0
687,688,Galvantula,5.0,EleSpider Pokemon,"['Compound Eyes', 'Unnerve', 'Swarm']",0.8,14.3,Bug,Electric,0.0,0.0,0.0
688,689,Ferroseed,5.0,Thorn Seed Pokemon,"['Iron Barbs', 'Anticipation']",0.6,18.8,Grass,Steel,0.0,0.0,0.0
689,690,Ferrothorn,5.0,Thorn Pod Pokemon,"['Iron Barbs', 'Anticipation']",1.0,110.0,Grass,Steel,0.0,0.0,0.0
690,691,Klink,5.0,Gear Pokemon,"['Plus', 'Minus', 'Clear Body']",0.3,21.0,Steel,None,0.0,0.0,0.0
691,692,Klang,5.0,Gear Pokemon,"['Plus', 'Minus', 'Clear Body']",0.6,51.0,Steel,None,0.0,0.0,0.0
692,693,Klinklang,5.0,Gear Pokemon,"['Plus', 'Minus', 'Clear Body']",0.6,81.0,Steel,None,0.0,0.0,0.0
693,694,Tynamo,5.0,EleFish Pokemon,['Levitate'],0.2,0.3,Electric,None,0.0,0.0,0.0
694,695,Eelektrik,5.0,EleFish Pokemon,['Levitate'],1.2,22.0,Electric,None,0.0,0.0,0.0
695,696,Eelektross,5.0,EleFish Pokemon,['Levitate'],2.1,80.5,Electric,None,0.0,0.0,0.0
696,697,Elgyem,5.0,Cerebral Pokemon,"['Telepathy', 'Synchronize', 'Analytic']",0.5,9.0,Psychic,None,0.0,0.0,0.0
697,698,Beheeyem,5.0,Cerebral Pokemon,"['Telepathy', 'Synchronize', 'Analytic']",1.0,34.5,Psychic,None,0.0,0.0,0.0
698,699,Litwick,5.0,Candle Pokemon,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.3,3.1,Ghost,Fire,0.0,0.0,0.0
699,700,Lampent,5.0,Lamp Pokemon,"['Flash Fire', 'Flame Body', 'Infiltrator']",0.6,13.0,Ghost,Fire,0.0,0.0,0.0
700,701,Chandelure,5.0,Luring Pokemon,"['Flash Fire', 'Flame Body', 'Infiltrator']",1.0,34.3,Ghost,Fire,0.0,0.0,0.0
701,702,Axew,5.0,Tusk Pokemon,"['Rivalry', 'Mold Breaker', 'Unnerve']",0.6,18.0,Dragon,None,0.0,0.0,0.0
702,703,Fraxure,5.0,Axe Jaw Pokemon,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.0,36.0,Dragon,None,0.0,0.0,0.0
703,704,Haxorus,5.0,Axe Jaw Pokemon,"['Rivalry', 'Mold Breaker', 'Unnerve']",1.8,105.5,Dragon,None,0.0,0.0,0.0
704,705,Cubchoo,5.0,Chill Pokemon,"['Snow Cloak', 'Slush Rush', 'Rattled']",0.5,8.5,Ice,None,0.0,0.0,0.0
705,706,Beartic,5.0,Freezing Pokemon,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",2.6,260.0,Ice,None,0.0,0.0,0.0
706,707,Cryogonal,5.0,Crystallizing Pokemon,['Levitate'],1.1,148.0,Ice,None,0.0,0.0,0.0
707,708,Shelmet,5.0,Snail Pokemon,"['Hydration', 'Shell Armor', 'Overcoat']",0.4,7.7,Bug,None,0.0,0.0,0.0
708,709,Accelgor,5.0,Shell Out Pokemon,"['Hydration', 'Sticky Hold', 'Unburden']",0.8,25.3,Bug,None,0.0,0.0,0.0
709,710,Stunfisk,5.0,Trap Pokemon,"['Static', 'Limber', 'Sand Veil']",0.7,11.0,Ground,Electric,0.0,0.0,0.0
710,711,Galarian Stunfisk,5.0,Trap Pokemon,['Mimicry'],0.7,20.5,Ground,Steel,0.0,0.0,0.0
711,712,Mienfoo,5.0,Martial Arts Pokemon,"['Inner Focus', 'Regenerator', 'Reckless']",0.9,20.0,Fighting,None,0.0,0.0,0.0
712,713,Mienshao,5.0,Martial Arts Pokemon,"['Inner Focus', 'Regenerator', 'Reckless']",1.4,35.5,Fighting,None,0.0,0.0,0.0
713,714,Druddigon,5.0,Cave Pokemon,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",1.6,139.0,Dragon,None,0.0,0.0,0.0
714,715,Golett,5.0,Automaton Pokemon,"['Iron Fist', 'Klutz', 'No Guard']",1.0,92.0,Ground,Ghost,0.0,0.0,0.0
715,716,Golurk,5.0,Automaton Pokemon,"['Iron Fist', 'Klutz', 'No Guard']",2.8,330.0,Ground,Ghost,0.0,0.0,0.0
716,717,Pawniard,5.0,Sharp Blade Pokemon,"['Defiant', 'Inner Focus', 'Pressure']",0.5,10.2,Dark,Steel,0.0,0.0,0.0
717,718,Bisharp,5.0,Sword Blade Pokemon,"['Defiant', 'Inner Focus', 'Pressure']",1.6,70.0,Dark,Steel,0.0,0.0,0.0
718,719,Bouffalant,5.0,Bash Buffalo Pokemon,"['Reckless', 'Sap Sipper', 'Soundproof']",1.6,94.6,Normal,None,0.0,0.0,0.0
719,720,Rufflet,5.0,Eaglet Pokemon,"['Keen Eye', 'Sheer Force', 'Hustle']",0.5,10.5,Normal,Flying,0.0,0.0,0.0
720,721,Braviary,5.0,Valiant Pokemon,"['Keen Eye', 'Sheer Force', 'Defiant']",1.5,41.0,Normal,Flying,0.0,0.0,0.0
721,722,Vullaby,5.0,Diapered Pokemon,"['Big Pecks', 'Overcoat', 'Weak Armor']",0.5,9.0,Dark,Flying,0.0,0.0,0.0
722,723,Mandibuzz,5.0,Bone Vulture Pokemon,"['Big Pecks', 'Overcoat', 'Weak Armor']",1.2,39.5,Dark,Flying,0.0,0.0,0.0
723,724,Heatmor,5.0,Anteater Pokemon,"['Gluttony', 'Flash Fire', 'White Smoke']",1.4,58.0,Fire,None,0.0,0.0,0.0
724,725,Durant,5.0,Iron Ant Pokemon,"['Swarm', 'Hustle', 'Truant']",0.3,33.0,Bug,Steel,0.0,0.0,0.0
725,726,Deino,5.0,Irate Pokemon,['Hustle'],0.8,17.3,Dark,Dragon,0.0,0.0,0.0
726,727,Zweilous,5.0,Hostile Pokemon,['Hustle'],1.4,50.0,Dark,Dragon,0.0,0.0,0.0
727,728,Hydreigon,5.0,Brutal Pokemon,['Levitate'],1.8,160.0,Dark,Dragon,0.0,0.0,0.0
728,729,Larvesta,5.0,Torch Pokemon,"['Flame Body', 'Swarm']",1.1,28.8,Bug,Fire,0.0,0.0,0.0
729,730,Volcarona,5.0,Sun Pokemon,"['Flame Body', 'Swarm']",1.6,46.0,Bug,Fire,0.0,0.0,0.0
730,731,Cobalion,5.0,Iron Will Pokemon,['Justified'],2.1,250.0,Steel,Fighting,1.0,0.0,0.0
731,732,Terrakion,5.0,Cavern Pokemon,['Justified'],1.9,260.0,Rock,Fighting,1.0,0.0,0.0
732,733,Virizion,5.0,Grassland Pokemon,['Justified'],2.0,200.0,Grass,Fighting,1.0,0.0,0.0
733,734,Tornadus Incarnate Forme,5.0,Cyclone Pokemon,"['Prankster', 'Defiant']",1.5,63.0,Flying,None,1.0,0.0,0.0
734,735,Tornadus Therian Forme,5.0,Cyclone Pokemon,['Regenerator'],1.4,63.0,Flying,None,1.0,0.0,0.0
735,736,Thudurus Incarnate Forme,5.0,Bolt Strike Pokemon,"['Prankster', 'Defiant']",1.5,61.0,Electric,Flying,1.0,0.0,0.0
736,737,Thundurus Therian Forme,5.0,Bolt Strike Pokemon,['Volt Absorb'],3.0,61.0,Electric,Flying,1.0,0.0,0.0
737,738,Reshiram,5.0,Vast White Pokemon,['Turboblaze'],3.2,330.0,Dragon,Fire,1.0,0.0,0.0
738,739,Zekrom,5.0,Deep Black Pokemon,['Teravolt'],2.9,345.0,Dragon,Electric,1.0,0.0,0.0
739,740,Landorus Incarnate Forme,5.0,Abundance Pokemon,"['Sand Force', 'Sheer Force']",1.5,68.0,Ground,Flying,1.0,0.0,0.0
740,741,Landorus Therian Forme,5.0,Abundance Pokemon,['Intimidate'],1.3,68.0,Ground,Flying,1.0,0.0,0.0
741,742,Kyurem,5.0,Boundary Pokemon,['Pressure'],3.0,325.0,Dragon,Ice,1.0,0.0,0.0
742,743,Black Kyurem,5.0,Boundary Pokemon,['Teravolt'],3.3,325.0,Dragon,Ice,1.0,0.0,0.0
743,744,White Kyurem,5.0,Boundary Pokemon,['Turboblaze'],3.6,325.0,Dragon,Ice,1.0,0.0,0.0
744,745,Keldeo Ordinary Forme,5.0,Colt Pokemon,['Justified'],1.4,48.5,Water,Fighting,0.0,1.0,0.0
745,746,Keldeo Resolute Forme,5.0,Colt Pokemon,['Justified'],1.4,48.5,Water,Fighting,0.0,1.0,0.0
746,747,Meloetta Aria Forme,5.0,Melody Pokemon,['Serene Grace'],0.6,6.5,Normal,Psychic,0.0,1.0,0.0
747,748,Meloetta Pirouette Forme,5.0,Melody Pokemon,['Serene Grace'],0.6,6.5,Normal,Fighting,0.0,1.0,0.0
748,749,Genesect,5.0,Paleozoic Pokemon,['Download'],1.5,82.5,Bug,Steel,0.0,1.0,0.0
749,750,Chespin,6.0,Spiny Nut Pokemon,"['Overgrow', 'Bulletproof']",0.4,9.0,Grass,None,0.0,0.0,0.0
750,751,Quilladin,6.0,Spiny Armor Pokemon,"['Overgrow', 'Bulletproof']",0.7,29.0,Grass,None,0.0,0.0,0.0
751,752,Chesnaught,6.0,Spiny Armor Pokemon,"['Overgrow', 'Bulletproof']",1.6,90.0,Grass,Fighting,0.0,0.0,0.0
752,753,Fennekin,6.0,Fox Pokemon,"['Blaze', 'Magician']",0.4,9.4,Fire,None,0.0,0.0,0.0
753,754,Braixen,6.0,Fox Pokemon,"['Blaze', 'Magician']",1.0,14.5,Fire,None,0.0,0.0,0.0
754,755,Delphox,6.0,Fox Pokemon,"['Blaze', 'Magician']",1.5,39.0,Fire,Psychic,0.0,0.0,0.0
755,756,Froakie,6.0,Bubble Frog Pokemon,"['Torrent', 'Protean']",0.3,7.0,Water,None,0.0,0.0,0.0
756,757,Frogadier,6.0,Bubble Frog Pokemon,"['Torrent', 'Protean']",0.6,10.9,Water,None,0.0,0.0,0.0
757,758,Greninja,6.0,Ninja Pokemon,"['Torrent', 'Protean']",1.5,40.0,Water,Dark,0.0,0.0,0.0
758,759,Bunnelby,6.0,Digging Pokemon,"['Pickup', 'Cheek Pouch', 'Huge Power']",0.4,5.0,Normal,None,0.0,0.0,0.0
759,760,Diggersby,6.0,Digging Pokemon,"['Pickup', 'Cheek Pouch', 'Huge Power']",1.0,42.4,Normal,Ground,0.0,0.0,0.0
760,761,Fletchling,6.0,Tiny Robin Pokemon,"['Big Pecks', 'Gale Wings']",0.3,1.7,Normal,Flying,0.0,0.0,0.0
761,762,Fletchinder,6.0,Ember Pokemon,"['Flame Body', 'Gale Wings']",0.7,16.0,Fire,Flying,0.0,0.0,0.0
762,763,Talonflame,6.0,Scorching Pokemon,"['Flame Body', 'Gale Wings']",1.2,24.5,Fire,Flying,0.0,0.0,0.0
763,764,Scatterbug,6.0,Scatterdust Pokemon,"['Shield Dust', 'Compound Eyes', 'Friend Guard']",0.3,2.5,Bug,None,0.0,0.0,0.0
764,765,Spewpa,6.0,Scatterdust Pokemon,"['Shed Skin', 'Friend Guard']",0.3,8.4,Bug,None,0.0,0.0,0.0
765,766,Vivillon,6.0,Scale Pokemon,"['Shield Dust', 'Compound Eyes', 'Friend Guard']",1.2,17.0,Bug,Flying,0.0,0.0,0.0
766,767,Litleo,6.0,Lion Cub Pokemon,"['Rivalry', 'Unnerve', 'Moxie']",0.6,13.5,Fire,Normal,0.0,0.0,0.0
767,768,Pyroar,6.0,Royal Pokemon,"['Rivalry', 'Unnerve', 'Moxie']",1.5,81.5,Fire,Normal,0.0,0.0,0.0
768,769,Flabebe,6.0,Single Bloom Pokemon,"['Flower Veil', 'Symbiosis']",0.1,0.1,Fairy,None,0.0,0.0,0.0
769,770,Floette,6.0,Single Bloom Pokemon,"['Flower Veil', 'Symbiosis']",0.2,0.9,Fairy,None,0.0,0.0,0.0
770,771,Florges,6.0,Garden Pokemon,"['Flower Veil', 'Symbiosis']",1.1,10.0,Fairy,None,0.0,0.0,0.0
771,772,Skiddo,6.0,Mount Pokemon,"['Sap Sipper', 'Grass Pelt']",0.9,31.0,Grass,None,0.0,0.0,0.0
772,773,Gogoat,6.0,Mount Pokemon,"['Sap Sipper', 'Grass Pelt']",1.7,91.0,Grass,None,0.0,0.0,0.0
773,774,Pancham,6.0,Playful Pokemon,"['Iron Fist', 'Mold Breaker', 'Scrappy']",0.6,8.0,Fighting,None,0.0,0.0,0.0
